,words,absolutism,administrativ,akademi,allmoge,allmän,allmänna,alternativ,amerikanism,anakronism,anarkism,annan,annorlunda,antagonism,antisemitism,arkiv,artikel,assosiera,ateism,autonomi,avtal,barbarism,befattningshavare,begrepp,bilda,bonapartism,byråkratism,byta,central,cesarism,chauvinism,dagstidning,del,dela,delstat,delta,demokrati,demokratism,despotism,diskutera,dogmatism,dynastisk,ekonomi,ekonomisk,epok,era,europa,europeisk,fanatism,fatalism,federalism,fennicism,finans,finland,finlandism,finländare,finländsk,finne,finsk,finska,folk,folkrepresentation,form,formalism,fred,fråga,furstendöme,förbi,fördrag,förena,föreställning,författning,förhandla,förra,försvara,förvaltningssystem,förändring,gemensam,general,gensaga,geografisk,gestalt,grundlag,gräns,gränslandet,gränslinje,gudasaga,hertig,hertigdöme,hisoriograf,historia,historie-,historieskrivning,historiker,historisk,human,humanism,huvud,härskare,hävdateckning,idea,idealism,ifrågasatta,imperialism,imperium,indifferentism,individualism,inre,inrikes,integritet,intellectual,intern,intresse,invändning,invånare,jämförelse,jämlikhet,karelare,karelen,karelsk,karta,katolicism,kejsardöme,kejsare,kejserling,klerikalism,knutpatriotism,kombinera,kommunism,koncept,konservatism,konstitution,konstitutionalism,kontroversiell,kosmopolitism,krig,kultur,kung,kynne,lag,land,landområde,landtag,liberal,liberalism,lokal,lokalpatriotism,makt,marskalk,materialism,medborgare,medeltid,medlem,militarism,mobilisering,modern,monark,mynt,myt,napoleon,nation,naturalism,nature,nepotism,nihilism,nordiska,nutida,nyhetstidning,offentlig,officiell,olik,område,omtvistad,orts-,panslavism,paragraf,parlament,parlamentarianism,parlamentarisk_regering,partifanatism,partikularism,patriotism,pengar,penning,period,pest,pietism,polism,politik,positivism,princip,protektionism,protest,provins,publicera,radikalism,rationalism,realism,regel,regent,regering,regeringsform,region,representation,republikanism,res_publica,retorik,retorisk,rike,riksdag,risk,ryska,ryss,ryssland,rätt-,rättighet,samarbete,samband,samfund,samhällelig,samhället,samhällsform,sankt_petersburg,schism,sedel,sekel,sekterism,senat,separatismen,servilism,självstyrelse,skandinavien,skandinavism,skapa,skede,skepticism,skilja,slant,social,socialism,språk,språkdualism,språkfanatism,stat,statsform,statsorganism,statsskick,status,storfurstendöme,styre,styresman,ställning,stånd,stödja,stötta,suverän,suveränitet,svenska,sverige,swensk,system,talet,territorium,terrorism,tid,tidig,tidigare,tidstrogen,tjänsteman,trakt,tsar,tvistig,underståte,universitet,utforma,utilitarism,utvecklad,utverka,valuta,vandalism,vaxlä,vetenskap,välde,ämbetsman,århundrade,åsikt,överenskommelse,överlåta,year
1915,6975064,0,381,487,51,15359,5151,453,0,0,0,7052,342,0,0,565,141,1,0,1,1211,0,813,323,1317,0,1,252,2726,0,3,0,84322,25098,0,1904,536,0,0,137,1,2,3567,3071,6,37968,199,140,20,0,0,0,1288,101,0,0,3,5617,205,155,8177,18,5418,10,3294,31588,1,2467,21,1346,269,1498,15,1787,251,2,1355,1358,1842,92,119,174,692,3236,0,29,0,94,2,0,212,140,0,0,377,175,1,8755,5,0,29915,1,1048,0,0,0,7,422,219,2,0,3934,3632,433,205,1049,7,0,0,0,747,0,0,5,0,0,0,50,0,25,9,0,0,0,0,7820,393,36095,18,110565,47590,4,1,508,5,2424,1,2396,78,3,305,31,1325,50,567,494,43,158,9,16,3218,0,115,0,3,170,62,2,955,517,5131,7137,61,9341,2,2081,314,7,0,0,0,3,196,1923,731,20,1,196,437,0,2307,2,151,347,70,2,0,0,1341,4,2181,446,15,199,0,0,0,4,4728,33927,4227,154,240,164,47128,1492,354,1461,0,70,836,0,0,4,437,25,0,51,0,0,43,24,1,700,154,1,1156,147,1824,12,2487,0,0,52803,0,0,10,8,1,17784,20,10500,20972,787,6,19,2,2863,2624,3934,1561,3621,1,0,30263,2179,941,0,1156,5736,4737,31,0,810,65,2,106,513,118,4,468,767,572,123,98,773,626,236,1915
1916,8187202,0,422,612,28,16472,5487,580,0,3,0,9469,368,1,0,709,85,1,0,3,1187,0,2260,227,1449,0,6,266,2301,0,0,0,108671,32909,2,2178,498,1,0,123,2,2,4092,3562,7,44965,190,123,13,0,0,0,1586,117,0,0,0,6168,118,100,8803,67,5824,18,4169,36775,15,3071,66,1585,211,2031,20,1945,165,0,1533,1386,2365,62,70,173,675,4375,1,45,0,49,16,0,196,91,0,4,274,117,1,10675,3,0,34901,2,1427,4,0,0,0,930,210,2,0,5478,4079,406,151,1581,25,0,0,0,1270,0,0,11,0,0,0,73,0,61,15,0,0,0,0,10384,511,43805,16,124442,56727,14,1,480,3,4115,0,2575,183,1,480,22,1208,72,681,599,38,405,12,10,2768,0,102,0,2,134,66,0,1225,322,6090,9454,27,10777,0,1751,538,11,0,2,0,3,244,2509,1044,29,0,417,958,0,2204,4,105,453,90,1,2,0,1653,31,3452,907,52,355,0,0,0,0,6351,41090,5270,144,317,212,49929,1447,359,1775,0,36,683,3,0,0,297,17,0,108,0,3,101,25,0,726,288,0,1145,118,2123,10,2266,0,0,60838,2,0,19,4,0,22141,179,13959,24754,724,7,7,3,3956,3189,5478,1563,4186,17,0,38400,2805,1332,0,1275,8193,5385,35,0,1264,67,2,155,624,90,3,437,969,737,77,82,904,660,259,1916
1917,11002107,1,610,1086,39,21881,7173,796,1,1,2,11904,548,3,0,993,174,0,1,3,2181,0,4935,337,2095,0,9,368,2871,0,3,1,141775,42213,1,3025,1354,6,2,255,1,2,5210,4409,51,61482,242,156,5,1,0,0,2020,112,0,0,0,8162,271,175,14093,79,7686,19,5158,49368,11,3788,28,2204,284,2369,45,2251,380,5,2053,2115,2603,110,95,191,1456,5117,0,36,0,24,7,1,660,259,6,10,1084,278,4,14097,20,0,48424,3,1893,10,0,1,0,972,409,12,0,6284,4962,550,346,1983,40,0,0,0,1267,1,9,17,0,0,0,117,0,124,21,0,1,0,0,13128,1191,56853,30,170534,75452,3,0,726,16,4305,2,4093,123,2,650,15,1224,245,567,1155,103,564,21,7,2697,0,136,0,12,279,71,0,1469,455,8422,9389,29,15159,0,2158,669,58,5,0,0,5,466,3615,1502,20,0,536,1195,0,3023,17,180,522,90,8,0,0,2170,7,5431,937,24,410,0,0,0,1,8047,55814,7540,207,389,237,67040,1774,744,2412,0,109,1423,2,0,2,411,23,0,56,0,2,106,22,1,1135,292,0,1524,196,2936,56,3300,0,0,86812,9,0,35,8,0,28157,52,18997,32338,894,0,27,13,4652,4133,6284,2659,6213,8,0,53661,3942,1841,1,2411,10748,7495,51,0,2172,118,2,175,671,103,6,588,1117,1154,183,111,1064,846,325,1917
1918,13819914,2,572,1057,89,29393,11102,842,0,2,3,13088,794,0,0,1723,186,3,0,4,3444,0,9245,365,2673,1,0,503,4871,0,0,1,176362,54046,2,4060,1962,6,4,215,4,0,6402,5270,34,73979,241,126,1,0,0,0,3152,1570,0,0,84,10764,890,792,20107,32,9570,7,5742,61809,2,3999,41,3043,295,3474,30,2193,397,0,2646,2775,3545,144,89,401,1037,6265,0,53,0,15,1,0,422,237,3,8,732,246,0,18695,1,0,63665,12,2267,16,0,3,19,1281,325,8,0,8531,6827,797,390,2278,37,0,4,1,1222,7,0,10,0,0,0,89,1,44,38,0,0,0,0,19906,1050,71962,21,227689,92218,2,1,833,24,5092,1,4089,122,6,862,22,2432,71,545,790,27,573,20,4,2588,0,987,0,3,302,90,0,1575,512,10673,10876,27,20647,0,3064,296,21,0,0,0,3,412,5982,1989,17,1,880,1023,1,3759,3,178,1502,138,2,2,0,2829,2,6249,710,13,994,0,0,0,1,7944,67443,8551,435,590,394,86453,1701,620,3347,0,188,2217,2,0,3,1157,22,1,59,0,0,111,41,0,1369,325,1,1886,211,4098,67,3635,0,0,112815,3,0,21,25,0,37960,37,23405,40645,1042,5,20,8,6417,5742,8531,3292,8080,21,1,75186,4930,2442,0,2728,13027,9267,27,1,2682,195,1,240,758,140,2,615,1860,1544,87,101,1263,1042,529,1918
1919,12706413,1,817,1887,187,27728,9223,965,0,0,2,11868,686,2,0,1650,144,15,0,2,2954,0,8683,414,2731,0,12,411,3267,0,1,0,161621,49947,18,3859,1224,1,4,232,0,0,6579,5446,28,72251,251,242,8,0,0,0,3268,364,0,0,3,10259,338,241,16394,60,9471,25,5134,58841,1,3942,81,2764,555,3433,32,2283,299,5,2471,2922,3219,149,119,339,1229,7698,0,40,0,13,0,0,319,195,2,3,768,276,14,18333,10,1,58947,11,2034,9,1,1,3,1238,278,9,0,7598,5981,694,288,2171,13,0,1,0,967,0,3,9,0,0,0,112,0,67,21,0,1,0,0,11115,1021,60617,45,222510,84926,7,0,423,15,4921,4,3948,66,12,590,110,2047,39,199,608,126,418,10,21,3661,0,337,0,1,379,86,0,2190,345,9846,11141,34,17142,0,3430,443,68,0,0,2,5,448,4539,1835,57,0,177,967,0,3691,7,148,1502,254,7,2,0,3098,10,5030,812,16,720,1,1,1,2,8507,62750,8137,307,474,441,77296,1195,639,3401,0,140,1210,1,0,6,1281,18,0,221,0,0,31,24,1,1325,296,1,1768,388,3975,39,3680,0,0,100879,21,0,67,7,1,36654,53,21394,38345,974,7,22,9,5617,4047,7598,2969,8353,7,2,74633,4938,2677,0,2562,9586,8853,43,0,3468,203,0,172,870,165,0,610,2011,696,127,72,1098,1142,409,1919
1920,12086018,4,485,2270,119,26542,8751,913,0,1,0,12956,693,5,0,2077,578,80,0,4,3142,2,7259,439,2343,1,8,290,3449,0,5,3,152604,45298,8,3511,1075,0,4,291,1,0,6392,5516,14,67552,339,232,5,1,0,0,3807,363,0,0,8,9885,424,266,13222,34,10104,22,5604,57463,0,3836,497,2404,575,2848,40,2086,373,3,2326,2305,2767,130,136,308,1456,5626,0,41,1,21,0,0,340,265,1,9,626,246,4,17733,5,0,51699,4,1877,13,0,0,7,1153,260,70,0,8278,6439,612,325,2061,26,0,1,0,1241,0,5,17,0,0,0,143,0,56,9,1,2,0,0,5956,1084,56403,14,208862,79397,2,0,592,42,5310,2,4588,137,7,702,58,2692,26,196,590,113,676,20,23,5258,0,382,0,5,488,93,1,1519,416,10047,9712,32,16276,0,2623,391,36,2,0,0,2,446,3963,1471,121,0,310,1250,0,4192,4,168,1243,136,10,2,0,2416,37,5188,898,22,741,3,1,0,5,6763,60524,8224,278,608,550,75203,1626,779,2802,0,148,1158,2,0,4,1002,17,1,82,5,0,67,26,14,1530,223,0,1484,356,3906,47,3230,0,0,100843,27,0,51,21,0,32206,63,19699,36697,969,5,53,28,6028,5451,8278,3962,7813,32,0,63558,4702,2646,0,2268,9687,8146,70,0,2358,238,0,206,748,414,9,472,1762,613,196,106,1183,1010,337,1920
1921,11065007,1,464,1398,76,24080,7943,461,0,0,0,10076,679,3,0,2991,237,5,0,2,2586,0,7733,395,1994,0,0,339,4299,0,1,0,137995,41263,0,2765,917,0,4,376,1,0,6511,5566,20,62928,257,141,1,1,0,0,3750,211,0,0,2,8908,166,124,10034,35,8402,10,4515,51764,0,3138,121,1955,323,2819,48,1999,388,1,2142,1946,3643,107,69,280,1506,6553,0,35,1,17,0,0,328,235,1,12,612,200,6,15343,8,0,49008,11,1771,6,0,0,0,1304,186,9,0,7693,4897,569,239,1964,16,0,1,1,969,1,2,8,0,0,0,86,2,36,14,2,0,0,0,4322,853,49853,57,200760,71104,4,0,420,18,3955,3,3238,67,17,477,45,1987,22,143,597,33,760,14,5,4792,0,336,0,2,281,104,0,1413,452,8420,8866,42,17726,0,2314,380,18,2,0,0,3,625,3062,1359,20,3,510,1329,0,3369,29,218,972,133,0,0,0,2446,209,4242,603,39,896,0,0,2,3,8358,58557,6947,162,524,390,66552,1336,435,2425,0,121,1082,3,0,3,882,29,0,20,0,0,65,42,0,1102,176,2,1363,143,4282,34,3509,0,0,91511,0,1,25,39,0,29190,96,18176,32147,986,4,24,9,5867,4299,7693,2936,6976,15,1,61796,5101,3020,0,3013,10812,8323,81,0,1583,180,0,157,519,989,0,464,1452,626,92,123,1074,965,354,1921
1922,8515837,0,355,1230,8,18858,6254,593,0,2,0,7844,452,0,0,524,458,8,0,0,3901,2,5948,285,1439,0,5,264,2073,0,1,1,103928,32619,0,2359,639,3,0,264,1,0,4782,4220,11,46899,343,254,12,0,0,0,3304,233,0,1,10,7056,177,119,8374,50,6560,19,2795,40613,0,2717,95,1498,184,2042,34,2306,299,0,1945,1419,2771,90,48,189,836,4972,0,22,1,21,0,0,187,176,0,1,407,224,5,11539,7,0,39246,2,1118,3,1,0,0,715,241,2,0,7328,4225,451,241,1543,15,0,2,0,745,0,1,8,0,1,0,70,20,15,12,0,0,0,0,2908,530,39064,38,153795,59081,1,0,250,23,2679,0,2690,70,9,620,38,1274,13,70,342,19,1032,132,12,2525,0,198,0,0,311,51,0,852,417,6356,5871,23,13880,0,1872,294,7,1,5,0,0,573,2138,1133,17,0,437,1040,0,2716,4,160,794,85,4,2,0,1611,62,4644,480,12,599,0,1,1,8,5638,45172,5072,797,2201,2014,50343,1009,311,2057,0,73,903,7,0,4,941,17,0,25,0,0,33,20,3,1134,172,0,1066,197,2600,26,2123,0,0,71351,1,0,21,25,0,22602,41,13506,25280,907,6,21,3,5198,4155,7328,2463,6326,11,0,51920,4300,2610,0,2057,8815,6150,46,0,1849,156,0,120,443,1765,0,325,922,477,120,56,850,781,183,1922
1923,7610661,0,284,1042,26,18348,6176,450,0,3,0,7363,465,0,0,467,148,6,0,0,2280,0,4928,321,1569,0,13,210,2542,0,0,1,90212,27988,1,1922,753,0,0,254,0,1,5351,4790,9,41933,261,104,0,0,0,0,2984,201,0,2,0,5950,127,94,6131,8,5624,16,3079,35393,1,2232,165,1242,138,1649,29,1864,220,7,1430,1311,1740,72,54,154,398,4639,0,18,0,23,0,0,243,162,5,3,340,233,0,11017,3,0,35195,1,1129,5,0,1,0,810,86,3,0,7193,3983,362,105,1345,7,0,0,0,633,1,2,11,0,0,0,48,28,13,8,0,0,0,0,1704,720,34482,38,141551,52340,5,0,344,18,2463,3,2004,44,0,662,30,1532,17,52,332,14,626,9,5,3366,0,135,0,0,253,37,0,732,273,5611,6659,21,12764,0,2285,300,21,0,0,0,4,509,1561,1136,18,0,325,843,0,2531,7,111,964,68,1,0,0,2030,228,3755,303,3,347,0,0,1,2,4847,38215,4709,90,287,260,44161,704,339,1926,0,47,719,0,0,2,340,15,1,29,0,0,49,20,1,899,136,0,836,122,3730,15,1803,0,0,60043,4,1,7,23,0,26306,17,12310,24327,768,1,17,10,4914,3029,7193,1851,4624,8,0,47684,4058,2601,0,1428,7795,5309,29,0,1933,175,0,99,373,328,0,347,905,325,123,75,693,731,134,1923
1924,9130295,1,534,1292,33,19833,6594,626,0,3,0,9311,519,2,0,574,430,2,0,4,2938,1,4562,308,2143,0,9,308,2890,0,1,4,108543,31677,2,2477,1063,0,2,279,0,0,5782,5226,11,57274,289,222,3,0,0,0,2626,344,0,0,1,7083,305,191,9576,31,7801,7,5122,43584,0,2841,154,1721,240,2067,54,1716,361,2,1644,1853,3144,82,76,185,564,5051,1,34,0,25,0,0,278,208,6,7,472,166,3,11484,4,0,39525,3,1273,8,0,0,0,658,155,15,3,8002,4700,558,205,1618,7,0,1,0,684,1,7,17,0,0,0,76,9,4,10,1,0,0,0,5119,874,38815,31,160092,67900,17,0,289,18,2380,2,3172,83,3,689,31,1956,104,675,659,105,871,18,19,3748,0,432,0,1,244,74,3,1269,492,7190,7625,21,13170,0,2067,413,58,3,1,1,3,455,2099,1440,35,0,559,959,0,2847,6,147,604,125,4,0,0,2279,190,4787,581,11,431,1,1,0,1,7285,40770,5797,447,1132,896,56263,962,528,2479,0,86,1429,2,0,3,578,18,0,27,0,0,57,27,2,1203,159,0,1275,161,3830,11,3506,0,0,61516,11,0,47,22,0,24061,47,14101,28956,876,2,24,16,5537,4209,8002,2315,6647,7,1,50585,4815,3001,0,1025,9017,6566,52,0,1566,240,4,139,1096,511,3,419,1387,466,84,71,705,796,203,1924
1925,9200773,1,496,2472,38,20891,7011,911,0,0,2,8371,467,0,0,2116,528,8,0,1,2776,1,9831,264,1913,0,2,236,2817,0,3,2,109620,32715,1,2407,1029,0,1,245,0,0,5350,4704,33,58100,323,177,1,0,0,0,2449,445,0,0,8,6739,329,211,8423,24,6341,8,4725,44898,0,2549,489,1735,205,1650,36,1687,361,8,1645,1798,2764,102,117,195,619,5495,0,50,0,24,0,0,351,206,4,10,548,197,1,11818,9,0,39128,2,1401,3,0,0,0,875,176,28,0,6209,3875,523,193,1881,11,0,0,0,857,0,2,12,0,0,0,67,18,11,27,0,0,0,0,4768,856,39941,62,157173,65321,10,0,295,19,2971,0,2997,51,2,446,17,1262,105,586,463,45,276,10,7,3736,0,123,0,0,189,69,1,999,330,7312,9543,20,12623,0,1835,451,35,0,0,0,6,398,1720,1467,25,0,1099,734,0,3749,6,144,409,88,2,0,0,2500,10,3881,335,8,369,0,0,0,5,5882,41122,5743,167,419,277,55399,755,473,2687,0,64,798,2,0,0,362,46,0,17,0,0,47,15,0,1107,144,1,1278,151,3422,27,3076,0,0,72421,7,0,39,27,0,25988,27,15703,29768,951,4,47,25,4761,4001,6209,2427,6782,16,4,46571,4779,2955,0,1940,8161,6571,36,1,4451,233,1,131,1178,108,1,376,1574,477,64,94,848,1124,249,1925
1926,9928211,1,581,2225,55,22288,7370,845,1,0,0,9976,620,0,0,795,825,8,0,5,3328,0,7073,318,2675,0,17,331,3597,0,0,2,127685,36208,1,2333,857,1,6,395,1,0,5381,4824,30,58210,234,172,0,0,0,0,2450,232,0,0,1,7766,168,84,8177,17,8720,12,4002,52224,0,2885,425,1939,215,1877,55,1690,246,6,1856,2541,1865,122,34,225,593,6998,0,77,0,35,0,0,473,264,1,11,739,207,2,13639,1,1,41810,4,1920,18,0,3,2,883,96,10,0,7632,5820,575,262,1906,13,0,0,0,1421,0,1,2,0,0,0,86,19,44,20,1,0,0,0,2262,830,42648,119,175295,68029,5,3,283,23,3780,5,2857,109,3,490,21,3114,25,228,578,9,301,3,2,4406,0,174,0,0,422,78,3,1044,340,8878,10468,31,13974,0,3454,617,83,1,0,0,6,589,2406,1498,36,0,542,852,0,3714,16,117,1995,94,10,0,0,2657,132,6161,484,18,479,0,0,0,2,5348,42957,7280,83,284,211,67738,1122,827,3576,0,96,1463,2,0,4,753,33,0,27,0,0,24,22,0,1404,219,1,1488,292,6618,16,4427,0,0,72388,3,2,28,28,0,28939,12,15394,34269,1075,3,19,11,5901,4433,7632,3488,7502,35,0,53104,5625,3624,0,1564,7498,7563,105,0,2467,276,0,152,582,104,0,454,2528,669,111,63,855,1192,277,1926
1927,10324606,4,623,1430,92,24358,8682,962,1,0,0,10603,625,0,7,882,333,3,0,1,6414,0,4550,421,2324,0,5,342,3021,0,0,2,127601,39547,3,2987,1196,2,0,384,14,0,6561,5789,14,59564,235,145,5,0,0,0,2523,414,0,0,7,7555,326,246,10467,23,9673,15,4077,49869,0,2983,156,1664,336,2213,37,1579,338,0,2104,2334,2288,111,95,344,336,6273,0,75,0,29,2,3,323,251,5,5,625,304,2,13771,2,0,41937,7,1741,11,3,0,0,1390,119,6,1,7594,5477,596,228,2063,18,0,1,0,1103,1,4,6,0,0,0,118,25,69,19,0,0,1,0,2702,1150,44379,44,182699,71321,5,0,283,31,3624,0,2787,129,3,533,14,2558,46,174,593,22,233,12,11,3575,0,146,0,0,335,73,0,1606,343,9564,10456,21,15440,0,2948,384,72,0,0,0,1,407,2501,1953,55,0,726,1151,0,4102,26,118,445,88,4,0,2,2888,304,5042,328,10,289,0,0,0,6,6763,42917,6514,195,699,236,63347,841,570,3204,0,114,1415,11,0,1,579,32,0,39,0,0,53,16,1,1368,316,2,1404,145,6250,50,3730,0,0,72858,2,0,8,38,0,31072,81,15796,34728,925,5,17,4,5767,4145,7594,4137,9237,10,1,52732,5772,3655,0,1090,12317,7551,45,0,1687,351,1,171,488,108,0,481,1499,509,78,66,804,1599,313,1927
1928,10649650,0,600,1824,109,24216,8042,1436,0,0,0,10246,519,1,0,2243,799,1,0,3,9063,1,4906,450,2272,0,2,382,4167,0,4,3,129774,36303,4,2891,1406,0,1,463,7,0,7226,6337,16,61627,206,169,5,0,0,0,2057,488,0,0,5,7899,269,174,10086,26,8838,6,4634,53109,0,3601,358,2127,336,2466,92,1800,320,4,1810,2478,2832,113,191,305,674,7404,0,62,1,22,0,0,337,233,9,19,668,214,12,15134,10,0,43202,4,1876,4,1,0,4,1414,119,0,1,8176,5989,718,258,2003,28,0,1,0,1339,0,2,1,0,0,0,127,29,37,25,0,0,0,0,2682,1163,46317,60,172197,70872,1,1,431,58,4106,4,2961,90,4,658,29,2242,35,135,869,45,458,15,3,3674,0,138,0,3,322,95,0,1519,370,9279,14048,44,15400,0,2916,400,59,1,0,1,7,536,1747,1563,28,0,427,1092,0,3610,10,133,925,132,2,2,1,2723,387,6840,438,125,711,0,0,2,2,7056,47472,6685,233,674,351,66474,1063,681,3695,0,104,1376,7,0,5,224,45,0,33,0,0,50,20,0,1404,243,0,1403,233,6737,124,3621,0,0,74163,9,0,70,45,0,33988,216,16680,37227,919,4,41,22,6211,4897,8176,3044,10616,19,0,51749,5973,3906,0,1345,10062,7234,88,0,1561,343,0,152,772,97,0,513,1523,600,77,88,1122,1806,360,1928
1929,9903652,1,632,1485,113,22419,7788,1204,1,0,0,8123,518,0,0,1516,798,3,0,8,3480,0,5531,351,2096,0,4,317,4482,0,5,1,117759,34631,2,2362,1395,1,1,469,8,0,5883,5109,35,59307,232,184,2,0,0,0,3278,431,0,0,0,7196,573,455,11660,18,7484,6,4810,50555,0,3279,598,1669,272,1616,64,1586,339,3,1793,2136,3175,83,88,252,425,5990,0,68,1,13,0,0,373,208,6,5,1052,206,0,13971,4,0,39675,8,1640,14,0,0,2,1084,113,10,0,8106,6131,482,164,1761,10,0,1,0,1166,0,0,11,0,0,0,104,8,40,24,0,0,0,0,3379,991,43129,38,157788,62073,4,1,161,15,4424,1,3020,97,3,371,29,1394,56,92,795,13,679,12,10,4901,0,133,0,0,471,76,0,933,552,8338,11520,9,14987,0,1486,416,35,1,0,0,3,770,1766,1422,27,0,649,1108,0,3041,10,126,688,110,4,1,5,2302,408,5275,300,174,287,0,0,0,2,7367,45816,7530,159,354,122,56485,740,678,3330,0,73,1078,3,0,3,278,70,0,45,0,0,27,18,0,1390,208,0,1245,227,6274,25,3916,0,0,73900,1,0,11,36,0,35515,27,16855,33177,963,3,21,13,6247,4178,8106,2479,7115,27,5,47988,6187,4174,0,1161,8761,7249,54,0,1626,277,0,131,670,122,1,559,1641,558,80,76,1361,1798,342,1929
1930,12016961,3,736,1826,68,27868,9767,1821,0,2,0,10548,653,0,0,1183,795,8,2,1,5917,0,5317,370,2831,9,6,262,7845,0,3,4,145782,41027,3,3722,1009,0,3,536,5,0,8429,7287,24,71892,280,306,3,0,0,0,2064,460,0,1,8,8784,490,344,11537,20,9488,11,5679,59131,1,4626,659,2998,332,2572,107,1903,306,3,2146,2620,2602,83,162,273,872,7359,0,66,0,13,0,0,407,256,5,3,869,269,2,17247,2,0,46574,5,1875,5,2,1,2,1261,71,7,0,12977,7011,608,407,2335,6,0,19,14,1268,4,2,15,0,0,0,169,32,69,20,0,0,0,1,3139,1123,51092,45,197320,83698,23,0,169,23,5719,3,4044,109,2,589,93,3764,29,151,1181,15,566,16,6,6125,0,188,0,7,277,113,0,1296,405,11584,13594,25,16892,0,3130,451,66,5,1,0,7,662,1601,1840,62,0,811,1264,0,3913,37,205,665,137,3,1,0,3532,373,6428,426,109,522,0,1,0,4,7025,50976,8287,106,339,211,69233,936,1209,4094,0,100,1430,3,0,2,765,62,0,40,0,0,75,21,0,1515,209,0,1382,204,6190,22,3675,0,0,84353,0,0,12,27,1,46265,65,19208,39804,1635,2,47,25,9350,5949,12977,2914,9894,47,1,61059,7792,4967,0,1233,12124,8566,47,0,2454,349,0,168,668,107,2,656,2407,772,91,104,1171,1840,459,1930
1931,10134450,1,562,1395,18,24561,8228,1500,0,0,0,8686,498,0,0,1389,630,3,0,0,4082,0,4753,512,2641,0,7,272,4999,0,2,0,122977,37218,2,2814,917,0,1,555,1,0,6638,5630,13,59108,218,233,6,0,0,0,2998,577,0,0,4,7332,350,201,9012,26,9515,9,5152,48913,0,3402,405,1720,401,1800,60,1853,322,0,1622,1858,1953,99,77,315,304,6409,0,38,0,14,0,0,462,234,6,11,954,327,1,15383,2,0,41582,2,1551,5,1,0,4,1244,74,6,0,9182,5177,698,192,1704,4,0,2,0,1311,0,0,4,0,0,0,115,12,37,6,1,0,0,0,2204,1208,41822,36,168910,69910,11,0,195,37,4529,2,3003,57,0,522,106,2929,19,51,795,20,402,13,11,4584,0,139,0,2,229,91,0,1387,261,9303,13489,13,13768,0,2200,487,98,2,0,1,3,668,1973,1451,15,1,560,1023,3,3824,52,147,530,105,4,0,2,3095,293,5914,295,44,313,0,1,0,2,5295,44262,8572,153,673,569,65538,829,821,3475,0,146,1598,9,0,3,430,35,0,18,0,0,61,22,0,1583,169,0,1054,231,6032,15,4089,0,0,69050,3,0,30,25,0,33928,29,16669,32954,1333,2,40,23,6966,4789,9182,3700,7525,11,0,51079,6812,4490,0,943,11021,7510,45,0,3021,357,0,145,596,51,3,465,2074,533,105,71,714,1107,300,1931
1932,12264117,0,599,1348,54,33803,9351,1039,0,0,2,10460,684,0,1,856,1370,2,0,0,3399,0,4915,465,2379,1,7,319,6050,0,1,3,149416,41827,11,3414,1683,2,0,719,1,0,8775,7818,19,71898,270,186,2,0,0,0,4322,601,0,3,9,9053,561,431,13856,36,11412,10,5268,58545,0,4209,318,2027,601,2760,94,2022,341,41,2322,2523,2583,110,93,321,1502,8567,0,133,0,29,0,0,348,309,7,3,667,221,0,15941,5,0,50144,0,1626,12,2,0,2,1198,183,1,0,9967,6481,740,264,2163,15,0,0,0,1178,1,9,5,0,0,0,176,75,16,42,0,1,0,0,3262,1049,49742,38,196190,86884,8,1,301,45,4134,0,4480,71,1,677,105,2233,31,69,624,46,1198,9,7,5660,0,275,0,1,379,75,4,1672,501,11796,10907,27,19506,0,2214,508,86,2,0,0,1,996,1966,2186,62,0,2261,1976,0,4169,37,699,375,95,7,1,2,3520,275,7039,715,38,406,0,0,1,5,8420,52411,7898,73,238,136,72294,1090,889,3897,0,128,1518,10,0,2,650,52,0,43,0,0,96,17,3,1964,246,1,1311,193,6565,50,3719,0,0,81046,10,0,77,33,0,40036,30,18574,40456,1550,19,69,50,7826,5244,9967,3722,9322,17,2,62339,8295,5440,0,1017,10420,8932,48,0,1727,444,0,179,721,1151,0,793,1369,786,96,77,985,974,613,1932
